"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034142","toll-like receptor 4 signaling pathway","8/744","64/28832",0.125,4.84408602150538,5.01053571528206,0.0002342201608697,0.00160219250584111,0.000896899961680272,"Cd14/Nr1d1/S100a14/Scimp/Tlr4/Tnip3/Trem2/Tril",8
"GO:0002704","negative regulation of leukocyte mediated immunity","9/744","81/28832",0.111111111111111,4.30585424133811,4.84903865128628,0.000240497431398663,0.00164291227765186,0.000919694701790184,"Arg1/Ccr2/Cd300a/Cd84/Fcgr2b/Hmox1/Il13ra2/Lilrb4a/Spi1",9
"GO:0008202","steroid metabolic process","22/744","366/28832",0.0601092896174863,2.32939655678947,4.16569800583059,0.000241609689805875,0.00164828605093981,0.000922702915246723,"Acaa1b/Adora2b/Bmp6/Ces1g/Ch25h/Cyp11a1/Cyp2d22/Cyp7b1/Dhrs9/Fgf23/Ifng/Igf1/Il1a/Il4/Inhba/Lrp5/Nr1d1/Pon1/Rora/Saa1/Spp1/Vldlr",22
"GO:0051492","regulation of stress fiber assembly","10/744","99/28832",0.101010101010101,3.91441294667101,4.72752801330621,0.000243218919309733,0.00165703118377641,0.000927598400200895,"Carmil1/Coro2b/Kank2/Limch1/Ppp1r9a/Ptger4/Rgcc/S1pr1/Sorbs3/Tjp1",10
"GO:0060541","respiratory system development","19/744","293/28832",0.0648464163822526,2.51297295313589,4.2364444039277,0.000244947381212839,0.00166656403723037,0.000932934847516927,"Ace/Acvr2b/Agr2/Aldh1a3/Col3a1/Ctsz/Epas1/Flt4/Igf1/Kdr/Lif/Mgp/Mmp12/Notch1/Pkd1/Sftpd/Slc7a11/Tnc/Wnt2b",19
"GO:0051495","positive regulation of cytoskeleton organization","15/744","201/28832",0.0746268656716418,2.89199165463008,4.38081485654141,0.000245542671451059,0.00166837181595337,0.000933946833693042,"Carmil1/Ccl11/Ccl24/Cdc42ep2/Clip1/Dync1h1/Gda/Limch1/Mapt/Nes/Numa1/Pycard/Rgcc/Scin/Sorbs3",15
"GO:0046365","monosaccharide catabolic process","7/744","49/28832",0.142857142857143,5.53609831029186,5.17211749470581,0.00024786619466471,0.00168190171232274,0.000941520807164385,"Aldh1a7/Eno1/Eno1b/Gale/Gapdh/Lrp5/Pgk1",7
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","5/744","23/28832",0.217391304347826,8.424497428705,5.79726028845054,0.000258129095536618,0.00174452534259861,0.000976577226034116,"Dll4/Gata2/Hmox1/Jcad/Thbs1",5
"GO:0002693","positive regulation of cellular extravasation","5/744","23/28832",0.217391304347826,8.424497428705,5.79726028845054,0.000258129095536618,0.00174452534259861,0.000976577226034116,"Adam8/Ccl2/Ccr2/Ptafr/Ptger4",5
"GO:0070254","mucus secretion","5/744","23/28832",0.217391304347826,8.424497428705,5.79726028845054,0.000258129095536618,0.00174452534259861,0.000976577226034116,"Adora3/Agr2/Cyba/P2ry2/Ptger4",5
"GO:0097553","calcium ion transmembrane import into cytosol","15/744","202/28832",0.0742574257425743,2.87767486426062,4.35854280858732,0.000259055972921647,0.0017476092071152,0.000978303559141203,"Adra1a/Adrb2/Bdkrb1/Ccl3/Ccr5/Clec4b1/Cxcl10/Cxcl11/Cyba/Dbi/Gsto1/Il13/P2rx1/Pkd2/Ryr2",15
"GO:0097193","intrinsic apoptotic signaling pathway","21/744","343/28832",0.0612244897959184,2.37261356155365,4.1621013891429,0.000259275881972248,0.0017476092071152,0.000978303559141203,"Aldh2/Bcl2a1a/Bcl2a1b/Bcl2a1d/Bcl3/Cycs/Eno1/Eno1b/Fcgr2b/Fignl1/Gpx1/Hmox1/Il10/Lgals12/Mapt/Mdm4/Melk/Ppp1r13b/Pycard/Rps27l/Trem2",21
"GO:0010883","regulation of lipid storage","8/744","65/28832",0.123076923076923,4.76956162117452,4.951720824267,0.000261130159128563,0.00174847529944242,0.000978788393624115,"Acacb/C3/Ces1g/Mest/Msr1/Ppara/Trem2/Vstm2a",8
"GO:0043124","negative regulation of canonical NF-kappaB signal transduction","8/744","65/28832",0.123076923076923,4.76956162117452,4.951720824267,0.000261130159128563,0.00174847529944242,0.000978788393624115,"Lilrb4a/Nr1d1/Per1/Pycard/Rora/Tgfbr3/Tnip3/Trem2",8
"GO:0045839","negative regulation of mitotic nuclear division","8/744","65/28832",0.123076923076923,4.76956162117452,4.951720824267,0.000261130159128563,0.00174847529944242,0.000978788393624115,"Chek1/Knl1/Kntc1/Ska1/Spc24/Spc25/Spdl1/Trip13",8
"GO:0002158","osteoclast proliferation","4/744","13/28832",0.307692307692308,11.9239040529363,6.41159397650264,0.000261131435475795,0.00174847529944242,0.000978788393624115,"Junb/Nfix/Ocstamp/Tnfsf11",4
"GO:0070344","regulation of fat cell proliferation","4/744","13/28832",0.307692307692308,11.9239040529363,6.41159397650264,0.000261131435475795,0.00174847529944242,0.000978788393624115,"Il4/Per2/Trem2/Vstm2a",4
"GO:0046637","regulation of alpha-beta T cell differentiation","9/744","82/28832",0.109756097560976,4.25334382376082,4.80146621794181,0.000264054754756409,0.00176571356483083,0.000988438294937429,"Brd4/Ccr2/Ifng/Il4/Il6/Lgals1/Lilrb4a/Malt1/Socs1",9
"GO:0001892","embryonic placenta development","11/744","119/28832",0.092436974789916,3.58218125960061,4.59385023625043,0.000264933082031208,0.00176691865776281,0.000989112900392499,"Epas1/Gata2/Hey1/Il10/Junb/Lif/Pkd1/Pkd2/Socs3/Ttpa/Vcam1",11
"GO:0090130","tissue migration","11/744","119/28832",0.092436974789916,3.58218125960061,4.59385023625043,0.000264933082031208,0.00176691865776281,0.000989112900392499,"Acta2/Actg2/Anln/Cd63/Glipr2/Has2/Ifng/Il4/Iqsec1/Kank2/Tgfbr3",11
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","12/744","139/28832",0.0863309352517986,3.34555581341379,4.51150149035274,0.000268400754879393,0.00178769029105196,0.00100074076473037,"Adra1a/Adra1d/Adra2a/Bdkrb1/C3ar1/Dgkh/Ffar2/Gna15/P2ry2/Ptafr/S1pr1/Sele",12
"GO:0061572","actin filament bundle organization","14/744","181/28832",0.0773480662983425,2.99744549397018,4.38732942513677,0.000271228041815705,0.00180414763163088,0.00100995350794367,"Aif1/Carmil1/Coro2b/Fam107a/Kank2/Limch1/Myh10/Ppp1r9a/Ptger4/Rgcc/S1pr1/Shank3/Sorbs3/Tjp1",14
"GO:0035051","cardiocyte differentiation","15/744","203/28832",0.0738916256157636,2.86349912601303,4.33640698881085,0.000273205874103052,0.00181491881195492,0.00101598316491976,"Adra1a/Akap13/Alpk2/Ankrd11/Cdk1/Efnb2/Igf1/Inhba/Myh10/Notch1/Ppara/Rgs4/Sik1/Tgfbr3/Vcam1",15
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","22/744","370/28832",0.0594594594594595,2.30421389131067,4.10934769766933,0.000280826914894596,0.00186310071192195,0.00104295516989205,"Acvr2b/Bmp6/Ccl2/Col3a1/Fst/Gpr155/Il17rd/Inhba/Itga8/Kdr/Ltbp4/Nanog/Notch1/Nrros/Numa1/Ppara/Rgma/Smad9/Spi1/Tgfbr3/Thbs1/Tnfaip6",22
"GO:0048483","autonomic nervous system development","7/744","50/28832",0.14,5.42537634408602,5.097187863075,0.000281867236476793,0.00186755490974545,0.00104544860925258,"Egr2/Fn1/Nav2/Phox2a/Plxna4/Ret/Vcam1",7
"GO:0032526","response to retinoic acid","11/744","120/28832",0.0916666666666667,3.55232974910394,4.55986090922119,0.000284993423367934,0.00188579961972351,0.00105566191359681,"Bmp6/Ccl2/Col1a1/Gja1/Mest/Nanog/Ret/Rpl36al/Tead1/Tfrc/Tnc",11
"GO:1900542","regulation of purine nucleotide metabolic process","10/744","101/28832",0.099009900990099,3.83689981901416,4.64820451294782,0.000286455467640627,0.00189284609625734,0.0010596064986015,"Adora2b/Eno1/Eno1b/Fbp1/Ifng/Igf1/Il4/Me1/Ppara/Trem2",10
"GO:0051209","release of sequestered calcium ion into cytosol","12/744","140/28832",0.0857142857142857,3.32165898617512,4.48165012289415,0.000286806194355863,0.00189284609625734,0.0010596064986015,"Bdkrb1/Ccl3/Ccr5/Clec4b1/Cxcl10/Cxcl11/Cyba/Dbi/Gsto1/Il13/Pkd2/Ryr2",12
"GO:1901654","response to ketone","20/744","321/28832",0.0623052959501558,2.41449770542324,4.14767244112274,0.000287249953680054,0.00189330633532348,0.00105986413830415,"Ace/Ccl2/Cldn1/F7/Fbp1/Foxo3/Htr7/Inhba/Klf9/Nanog/P2ry6/Ptafr/Ptgdr/Ptger4/Ptgfr/Scnn1a/Spp1/Tgfbr3/Tnc/Tyms",20
"GO:0006956","complement activation","8/744","66/28832",0.121212121212121,4.69729553600521,4.8940940250937,0.000290516333467228,0.00190864294388901,0.00106844950091481,"C1qa/C1qb/C1qc/C3/Cfi/Cfp/Rgcc/Trem2",8
"GO:0032615","interleukin-12 production","8/744","66/28832",0.121212121212121,4.69729553600521,4.8940940250937,0.000290516333467228,0.00190864294388901,0.00106844950091481,"Acp5/Cd40/Clec7a/Ifng/Il10/Scimp/Thbs1/Tlr4",8
"GO:0033280","response to vitamin D","6/744","36/28832",0.166666666666667,6.45878136200717,5.33380065774711,0.000291085016333922,0.00190864294388901,0.00106844950091481,"Fgf23/Kank2/Pim1/Spp1/Stc1/Tnc",6
"GO:0046685","response to arsenic-containing substance","6/744","36/28832",0.166666666666667,6.45878136200717,5.33380065774711,0.000291085016333922,0.00190864294388901,0.00106844950091481,"Aqp9/Gclc/Gria1/Gsto1/Hmox1/Tnfrsf11b",6
"GO:0003014","renal system process","12/744","141/28832",0.0851063829787234,3.29810112102494,4.45206771034034,0.000306271483626105,0.00200075547771172,0.00112001367173365,"Adgrf5/Adrb2/Atp6v0a4/Corin/Coro2b/Cyba/Gja1/Has2/Lgmn/Ptger4/Slc5a1/Stc1",12
"GO:0051283","negative regulation of sequestering of calcium ion","12/744","141/28832",0.0851063829787234,3.29810112102494,4.45206771034034,0.000306271483626105,0.00200075547771172,0.00112001367173365,"Bdkrb1/Ccl3/Ccr5/Clec4b1/Cxcl10/Cxcl11/Cyba/Dbi/Gsto1/Il13/Pkd2/Ryr2",12
"GO:0019364","pyridine nucleotide catabolic process","11/744","121/28832",0.0909090909090909,3.52297165200391,4.52623198208482,0.00030631874658763,0.00200075547771172,0.00112001367173365,"Eno1/Eno1b/Fbp1/Gale/Gapdh/Hk3/Ifng/Igf1/Ncf2/Pgk1/Ppara",11
"GO:0048638","regulation of developmental growth","23/744","398/28832",0.0577889447236181,2.2394769546658,4.05244309862445,0.000309525265726668,0.00201682852922198,0.00112901129170196,"Acacb/Adrb2/Agr2/Agrn/C3/Ccr5/Cdk1/Crabp2/Fn1/Gja1/Igf1/Lgmn/Mapt/Notch1/Olfm1/Pim1/Plac8/Plxna4/Ppara/Ptger4/Rgma/Rgs4/Tgfbr3",23
"GO:0051651","maintenance of location in cell","16/744","228/28832",0.0701754385964912,2.71948688926618,4.24237270758548,0.000310281840235754,0.00201682852922198,0.00112901129170196,"Atp7b/Bdkrb1/Ccl3/Ccr5/Clec4b1/Cxcl10/Cxcl11/Cyba/Dbi/Gja1/Gsto1/Il13/Kdelr3/Pkd2/Ryr2/Syne1",16
"GO:0006140","regulation of nucleotide metabolic process","10/744","102/28832",0.0980392156862745,3.79928315412186,4.60930043127267,0.000310373256472525,0.00201682852922198,0.00112901129170196,"Adora2b/Eno1/Eno1b/Fbp1/Ifng/Igf1/Il4/Me1/Ppara/Trem2",10
"GO:1901992","positive regulation of mitotic cell cycle phase transition","10/744","102/28832",0.0980392156862745,3.79928315412186,4.60930043127267,0.000310373256472525,0.00201682852922198,0.00112901129170196,"Aif1/Apex1/Brd4/Ccne1/Cdca5/Cdk1/Dtl/Rgcc/Ska1/Ube2c",10
"GO:0045444","fat cell differentiation","18/744","275/28832",0.0654545454545455,2.53653958944282,4.16686781124104,0.000315614717839324,0.00204825859192648,0.00114660569557822,"Adgrf5/Adrb2/Dio2/Egr2/Ffar2/Gata2/Gpx1/Igf1/Lrp5/Metrnl/Nr1d1/Per2/Pim1/Plac8/Rora/Socs1/Steap4/Vstm2a",18
"GO:0002385","mucosal immune response","9/744","84/28832",0.107142857142857,4.15207373271889,4.70855996216359,0.000316921728624066,0.00205410728590912,0.00114987976744522,"AY761185/Ear1/Ear10/Ear2/Ear3/Ffar2/Il4/Pigr/Rnase2a",9
"GO:0002283","neutrophil activation involved in immune response","5/744","24/28832",0.208333333333333,8.07347670250896,5.64206268164034,0.00031916974240745,0.00205512967772135,0.00115045209765765,"Fcer1g/Itgam/Ptafr/Spi1/Tyrobp",5
"GO:0010818","T cell chemotaxis","5/744","24/28832",0.208333333333333,8.07347670250896,5.64206268164034,0.00031916974240745,0.00205512967772135,0.00115045209765765,"Ccl3/Ccr2/Cxcl10/Cxcl11/Cxcl16",5
"GO:1903236","regulation of leukocyte tethering or rolling","5/744","24/28832",0.208333333333333,8.07347670250896,5.64206268164034,0.00031916974240745,0.00205512967772135,0.00115045209765765,"Ccr2/Ptafr/Sele/Selp/St3gal4",5
"GO:2000353","positive regulation of endothelial cell apoptotic process","5/744","24/28832",0.208333333333333,8.07347670250896,5.64206268164034,0.00031916974240745,0.00205512967772135,0.00115045209765765,"Ccl12/Cd40/Foxo3/Rgcc/Thbs1",5
"GO:2001169","regulation of ATP biosynthetic process","5/744","24/28832",0.208333333333333,8.07347670250896,5.64206268164034,0.00031916974240745,0.00205512967772135,0.00115045209765765,"Eno1/Eno1b/Il4/Ppara/Trem2",5
"GO:0050798","activated T cell proliferation","7/744","51/28832",0.137254901960784,5.31899641577061,5.02424610545325,0.00031951542006454,0.00205512967772135,0.00115045209765765,"Arg1/Igf1/Il4/Itgam/Lilrb4a/Pdcd1lg2/Pycard",7
"GO:0051306","mitotic sister chromatid separation","8/744","67/28832",0.119402985074627,4.62718664740812,4.83761195444073,0.000322547930799675,0.00206937595146762,0.00115842709587449,"Knl1/Kntc1/Ska1/Spc24/Spc25/Spdl1/Trip13/Ube2c",8
"GO:1903053","regulation of extracellular matrix organization","8/744","67/28832",0.119402985074627,4.62718664740812,4.83761195444073,0.000322547930799675,0.00206937595146762,0.00115842709587449,"Adtrp/Has2/Il6/Notch1/Reck/Rgcc/Tgfbr3/Tnxb",8
"GO:0014909","smooth muscle cell migration","11/744","122/28832",0.0901639344262295,3.49409483518421,4.49295630194031,0.000328971779737155,0.00210525303290706,0.00117851092029067,"Ace/Aif1/Apex1/Dock4/Has2/Igf1/P2ry2/P2ry6/Plau/Ptger4/Tlr4",11
"GO:0046031","ADP metabolic process","11/744","122/28832",0.0901639344262295,3.49409483518421,4.49295630194031,0.000328971779737155,0.00210525303290706,0.00117851092029067,"Ak2/Eno1/Eno1b/Fbp1/Gale/Gapdh/Hk3/Ifng/Igf1/Pgk1/Ppara",11
"GO:0006195","purine nucleotide catabolic process","13/744","163/28832",0.0797546012269939,3.09070519163533,4.35648517179404,0.000330115763844129,0.00210990656133709,0.00118111594400371,"Eno1/Eno1b/Fbp1/Gale/Gapdh/Gda/Hk3/Ifng/Igf1/Itpa/Ncf2/Pgk1/Ppara",13
"GO:0046883","regulation of hormone secretion","21/744","350/28832",0.06,2.32516129032258,4.0595083104553,0.000339515834625801,0.0021615689115651,0.00121003628895033,"Adra2a/Baiap3/Bmp6/Cry2/Ffar2/Fgf23/Gja1/Gnao1/Ifng/Il6/Inhba/Kalrn/Lif/Lrp5/Nr1d1/Osm/Per2/Ptger4/Slc16a1/Spp1/Tnfsf11",21
"GO:0002724","regulation of T cell cytokine production","6/744","37/28832",0.162162162162162,6.28421970357454,5.23454694817757,0.000339906924852986,0.0021615689115651,0.00121003628895033,"Arg1/Ccr2/Il4/Il6/Lilrb4a/Malt1",6
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","6/744","37/28832",0.162162162162162,6.28421970357454,5.23454694817757,0.000339906924852986,0.0021615689115651,0.00121003628895033,"Brd4/Ccr2/Ifng/Il6/Malt1/Socs1",6
"GO:2000406","positive regulation of T cell migration","6/744","37/28832",0.162162162162162,6.28421970357454,5.23454694817757,0.000339906924852986,0.0021615689115651,0.00121003628895033,"Adam8/Aif1/Ccl20/Ccr2/Cxcl10/Pycard",6
"GO:0050868","negative regulation of T cell activation","12/744","143/28832",0.0839160839160839,3.25197383261899,4.39369155995015,0.000348577465602386,0.0022111517930818,0.00123779255692075,"Arg1/Arg2/Cd300a/H2-Aa/Il4/Lgals1/Lgals3/Lilrb4a/Pdcd1lg2/Sftpd/Socs1/Tarm1",12
"GO:0051282","regulation of sequestering of calcium ion","12/744","143/28832",0.0839160839160839,3.25197383261899,4.39369155995015,0.000348577465602386,0.0022111517930818,0.00123779255692075,"Bdkrb1/Ccl3/Ccr5/Clec4b1/Cxcl10/Cxcl11/Cyba/Dbi/Gsto1/Il13/Pkd2/Ryr2",12
"GO:0045667","regulation of osteoblast differentiation","13/744","164/28832",0.0792682926829268,3.0718594282717,4.33051377844774,0.000350248908882511,0.00221897368806417,0.00124217121759004,"Acvr2b/Bmp6/Fam20c/Fgf23/Hey1/Igf1/Il6/Lrp5/Notch1/Ptger4/Scube2/Tnfaip6/Zhx3",13
"GO:0003300","cardiac muscle hypertrophy","11/744","123/28832",0.0894308943089431,3.46568756010141,4.46002691678934,0.000353017407451417,0.00223371764564884,0.00125042481692002,"Acacb/Adra1a/Akap13/Atp2b4/Igf1/Klf15/Myh7/Notch1/Ppara/Rgs4/Ryr2",11
"GO:0048469","cell maturation","17/744","254/28832",0.0669291338582677,2.59368385403437,4.15201608860291,0.000354780590068477,0.00224207159416558,0.00125510131869944,"Bhlha15/C1qa/C3/Clec7a/Epas1/Fam20c/Foxo3/Gata2/Gja1/Il21/Kdr/Lgi4/Nfix/Ret/Rnd1/Trip13/Tyms",17
"GO:0071214","cellular response to abiotic stimulus","23/744","402/28832",0.0572139303482587,2.21719360188306,3.99981744426672,0.000356275250309979,0.00224301463076172,0.00125562922622857,"Bmp6/Cd40/Chek1/Col1a1/Ect2/Fbp1/Fignl1/Gclc/Gja1/Il33/Pbk/Piezo2/Pkd2/Prkg2/Ptafr/Ptger4/Pycard/Rad51/Relb/Rgs9/Scnn1a/Timp1/Tlr4",23
"GO:0104004","cellular response to environmental stimulus","23/744","402/28832",0.0572139303482587,2.21719360188306,3.99981744426672,0.000356275250309979,0.00224301463076172,0.00125562922622857,"Bmp6/Cd40/Chek1/Col1a1/Ect2/Fbp1/Fignl1/Gclc/Gja1/Il33/Pbk/Piezo2/Pkd2/Prkg2/Ptafr/Ptger4/Pycard/Rad51/Relb/Rgs9/Scnn1a/Timp1/Tlr4",23
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","8/744","68/28832",0.117647058823529,4.55913978494624,4.78223346398052,0.000357401348720347,0.00224301463076172,0.00125562922622857,"Atf3/Inhba/Pycard/Ret/Thbs1/Tlr4/Tnfsf11/Tnfsf15",8
"GO:0002069","columnar/cuboidal epithelial cell maturation","4/744","14/28832",0.285714285714286,11.0721966205837,6.13496666131448,0.000358134703537717,0.00224301463076172,0.00125562922622857,"Bhlha15/Gata2/Gja1/Tyms",4
"GO:0045835","negative regulation of meiotic nuclear division","4/744","14/28832",0.285714285714286,11.0721966205837,6.13496666131448,0.000358134703537717,0.00224301463076172,0.00125562922622857,"Knl1/Lif/Osm/Trip13",4
"GO:0070255","regulation of mucus secretion","4/744","14/28832",0.285714285714286,11.0721966205837,6.13496666131448,0.000358134703537717,0.00224301463076172,0.00125562922622857,"Adora3/Cyba/P2ry2/Ptger4",4
"GO:0090036","regulation of protein kinase C signaling","4/744","14/28832",0.285714285714286,11.0721966205837,6.13496666131448,0.000358134703537717,0.00224301463076172,0.00125562922622857,"Adra1a/Akap12/Cd40/Flt4",4
"GO:2001233","regulation of apoptotic signaling pathway","24/744","428/28832",0.0560747663551402,2.17304793488092,3.9792736344391,0.00035847468121024,0.00224301463076172,0.00125562922622857,"Atf3/Eef1e1/Eno1/Eno1b/Fcgr2b/Fignl1/Gclc/Gpx1/Hmox1/Igf1/Il10/Il4/Inhba/Lgals3/Mdm4/Osm/Pycard/Ret/Thbs1/Tlr4/Tnfrsf4/Tnfsf11/Tnfsf15/Trem2",24
"GO:0031669","cellular response to nutrient levels","18/744","278/28832",0.0647482014388489,2.50916686006034,4.11511610368121,0.000359529475033297,0.00224683728718339,0.00125776913163045,"Atf3/Bhlha15/Cd68/Col1a1/Ctsk/Fam107a/Fgf23/Folr2/Foxa3/Foxo3/Gpr155/Inhba/Kank2/Pdk4/Pim1/Ppara/Tnc/Wnt2b",18
"GO:0042088","T-helper 1 type immune response","7/744","52/28832",0.134615384615385,5.21670802315964,4.95319835348624,0.00036109075617538,0.00225103621645293,0.00126011967283397,"Bcl3/Ccr2/Gadd45g/Il1rl1/Il33/Il4/Relb",7
"GO:2000404","regulation of T cell migration","7/744","52/28832",0.134615384615385,5.21670802315964,4.95319835348624,0.00036109075617538,0.00225103621645293,0.00126011967283397,"Adam8/Aif1/Ccl20/Ccr2/Cd200r1/Cxcl10/Pycard",7
"GO:0030168","platelet activation","10/744","104/28832",0.0961538461538462,3.7262200165426,4.53294853545182,0.000363229526378786,0.00225880572792312,0.00126446900945518,"Adra2a/Emilin2/Fcer1g/Il6/P2rx1/Pdia4/Pdia6/Selp/Slc7a11/Tlr4",10
"GO:0071260","cellular response to mechanical stimulus","10/744","104/28832",0.0961538461538462,3.7262200165426,4.53294853545182,0.000363229526378786,0.00225880572792312,0.00126446900945518,"Bmp6/Cd40/Chek1/Col1a1/Gclc/Gja1/Il33/Piezo2/Ptger4/Tlr4",10
"GO:0072524","pyridine-containing compound metabolic process","15/744","209/28832",0.0717703349282297,2.78129340947677,4.20636486746398,0.000372898412253745,0.00231608805255026,0.00129653539010279,"Acacb/Eno1/Eno1b/Fbp1/Fmo2/Gale/Gapdh/Hk3/Ifng/Igf1/Kynu/Me1/Ncf2/Pgk1/Ppara",15
"GO:0061138","morphogenesis of a branching epithelium","16/744","232/28832",0.0689655172413793,2.67259918427883,4.16302260531086,0.000376413234418498,0.0023338391190923,0.00130647235513246,"Ccl11/Ctsz/Dll4/Flt1/Igf1/Il10/Il6/Kdr/Lrp5/Mgp/Notch1/Pkd1/Pkd2/Socs3/Tnc/Wnt2b",16
"GO:0048844","artery morphogenesis","9/744","86/28832",0.104651162790698,4.05551387846962,4.61849723833939,0.00037824233364607,0.0023338391190923,0.00130647235513246,"Adgrf5/Col3a1/Dll4/Efnb2/Hey1/Notch1/Notch3/Pkd2/Ptger4",9
"GO:0060415","muscle tissue morphogenesis","9/744","86/28832",0.104651162790698,4.05551387846962,4.61849723833939,0.00037824233364607,0.0023338391190923,0.00130647235513246,"Col3a1/Dll4/Dsp/Hey1/Myh7/Notch1/Ryr2/S1pr1/Tgfbr3",9
"GO:0015908","fatty acid transport","11/744","124/28832",0.0887096774193548,3.43773846687478,4.42743706829242,0.00037852270185199,0.0023338391190923,0.00130647235513246,"Ace/Crabp2/Cyp4a32/Fabp1/Fabp5/Il1a/P2ry2/Pla2r1/Ptges/Thbs1/Tnfsf11",11
"GO:0045446","endothelial cell differentiation","11/744","124/28832",0.0887096774193548,3.43773846687478,4.42743706829242,0.00037852270185199,0.0023338391190923,0.00130647235513246,"Acvr2b/Bmp6/Cldn1/Flvcr2/Gpx1/Hey1/Kdr/Notch1/S1pr1/Stc1/Tjp1",11
"GO:0055006","cardiac cell development","11/744","124/28832",0.0887096774193548,3.43773846687478,4.42743706829242,0.00037852270185199,0.0023338391190923,0.00130647235513246,"Adra1a/Akap13/Alpk2/Cdk1/Igf1/Inhba/Myh10/Notch1/Ppara/Rgs4/Tgfbr3",11
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","23/744","404/28832",0.0569306930693069,2.20621739593314,3.97373616877184,0.000381892297070955,0.00235175037441992,0.00131649899310412,"Acvr2b/Bmp6/Ccl2/Col3a1/Fst/Gpr155/Il17rd/Inhba/Itga8/Kdr/Ltbp4/Nanog/Notch1/Nrros/Numa1/Ppara/Rgma/Smad9/Spi1/Sptbn1/Tgfbr3/Thbs1/Tnfaip6",23
"GO:0043605","amide catabolic process","5/744","25/28832",0.2,7.7505376344086,5.49560188005142,0.000390539497351247,0.00239335464357386,0.00133978887073985,"Aass/Gda/Hal/Kynu/Tdo2",5
"GO:0072537","fibroblast activation","5/744","25/28832",0.2,7.7505376344086,5.49560188005142,0.000390539497351247,0.00239335464357386,0.00133978887073985,"Acta2/Akap12/Gclc/Nr1d1/Rgcc",5
"GO:0098801","regulation of renal system process","5/744","25/28832",0.2,7.7505376344086,5.49560188005142,0.000390539497351247,0.00239335464357386,0.00133978887073985,"Corin/Coro2b/Cyba/Gja1/Stc1",5
"GO:1903902","positive regulation of viral life cycle","5/744","25/28832",0.2,7.7505376344086,5.49560188005142,0.000390539497351247,0.00239335464357386,0.00133978887073985,"Cd209d/Cd209e/Kpna2/Lgals1/Tmprss4",5
"GO:0019233","sensory perception of pain","10/744","105/28832",0.0952380952380952,3.69073220686124,4.49547826249558,0.000392345897281001,0.00239861706767685,0.00134273475143714,"Ccl2/Ccl3/Ccr2/Fabp5/Gpr171/Htr7/Kcna2/Phf24/Ptges/Tlr4",10
"GO:0150115","cell-substrate junction organization","10/744","105/28832",0.0952380952380952,3.69073220686124,4.49547826249558,0.000392345897281001,0.00239861706767685,0.00134273475143714,"Coro2b/Dst/Fam107a/Fn1/Iqsec1/Kdr/Lama3/Limch1/Ston1/Tns1",10
"GO:0002360","T cell lineage commitment","6/744","38/28832",0.157894736842105,6.1188455008489,5.13888302932981,0.000394910465648715,0.00240476195207166,0.00134617462932831,"Batf/Brd4/Il4/Il6/Irf4/Lgals1",6
"GO:0071404","cellular response to low-density lipoprotein particle stimulus","6/744","38/28832",0.157894736842105,6.1188455008489,5.13888302932981,0.000394910465648715,0.00240476195207166,0.00134617462932831,"Adtrp/Cd68/Ces1g/Fcer1g/Tlr4/Trem2",6
"GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","6/744","38/28832",0.157894736842105,6.1188455008489,5.13888302932981,0.000394910465648715,0.00240476195207166,0.00134617462932831,"Ccr2/Il6/Ptafr/Sele/Selp/St3gal4",6
"GO:0050982","detection of mechanical stimulus","8/744","69/28832",0.115942028985507,4.49306529530933,4.72791947631066,0.000395260186742304,0.00240476195207166,0.00134617462932831,"Htr7/Igf1/Jup/Phf24/Piezo2/Pkd1/Pkd2/Tlr4",8
"GO:0043547","positive regulation of GTPase activity","12/744","145/28832",0.0827586206896552,3.20711902113459,4.3363377426403,0.000395726334665289,0.00240476195207166,0.00134617462932831,"Agrn/Ccl11/Ccl24/Cd40/Dock9/Ect2/Kalrn/Mtss2/Rap1gap/Rgma/Rgs1/Rgs16",12
"GO:0072526","pyridine-containing compound catabolic process","11/744","125/28832",0.088,3.41023655913978,4.39518018484258,0.000405556952267593,0.00246154591412297,0.0013779620289087,"Eno1/Eno1b/Fbp1/Gale/Gapdh/Hk3/Ifng/Igf1/Ncf2/Pgk1/Ppara",11
"GO:0007094","mitotic spindle assembly checkpoint signaling","7/744","53/28832",0.132075471698113,5.11827956989247,4.88395690555808,0.000406885429279384,0.00246370100838785,0.00137916844072035,"Knl1/Kntc1/Ska1/Spc24/Spc25/Spdl1/Trip13",7
"GO:0071173","spindle assembly checkpoint signaling","7/744","53/28832",0.132075471698113,5.11827956989247,4.88395690555808,0.000406885429279384,0.00246370100838785,0.00137916844072035,"Knl1/Kntc1/Ska1/Spc24/Spc25/Spdl1/Trip13",7
