"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072539","T-helper 17 cell differentiation","8/744","39/28832",0.205128205128205,7.94926936862421,7.06779433749175,5.73881512692248e-06,6.88811052490889e-05,3.85593244464529e-05,"Batf/Brd4/Il4/Il6/Irf4/Lgals1/Malt1/Rora",8
"GO:0060485","mesenchyme development","24/744","329/28832",0.0729483282674772,2.82694381802137,5.42417593212302,5.74689389901433e-06,6.88811052490889e-05,3.85593244464529e-05,"Acta2/Actg2/Adam8/Ankrd11/Col1a1/Efnb1/Fn1/Gja1/Glipr2/Has2/Hey1/Il17rd/Il6/Mdm4/Notch1/Olfm1/Pkd2/Ret/Rgcc/Sema3b/Sema6a/Tead1/Tgfbr3/Thbs1",24
"GO:0002752","cell surface pattern recognition receptor signaling pathway","11/744","79/28832",0.139240506329114,5.39594392268953,6.36766224998775,5.75596750698629e-06,6.88811052490889e-05,3.85593244464529e-05,"Cd14/Clec7a/Cyba/Ffar2/Nr1d1/S100a14/Scimp/Tlr4/Tnip3/Trem2/Tril",11
"GO:0001649","osteoblast differentiation","20/744","243/28832",0.0823045267489712,3.18952166025045,5.57838922016137,5.81744067092065e-06,6.94525581985857e-05,3.88792211671261e-05,"Acvr2b/Bmp6/Ccl3/Col1a1/Fam20c/Fgf23/Fignl1/Gja1/Hey1/Igf1/Il6/Junb/Lrp5/Notch1/Ptger4/Scube2/Spp1/Tgfbr3/Tnfaip6/Zhx3",20
"GO:0030810","positive regulation of nucleotide biosynthetic process","6/744","19/28832",0.315789473684211,12.2376910016978,7.97472213470023,5.89091473931395e-06,6.99995549540075e-05,3.91854274233584e-05,"Adora2b/Eno1/Eno1b/Il4/Ppara/Trem2",6
"GO:1900373","positive regulation of purine nucleotide biosynthetic process","6/744","19/28832",0.315789473684211,12.2376910016978,7.97472213470023,5.89091473931395e-06,6.99995549540075e-05,3.91854274233584e-05,"Adora2b/Eno1/Eno1b/Il4/Ppara/Trem2",6
"GO:0042752","regulation of circadian rhythm","14/744","128/28832",0.109375,4.2385752688172,5.9764553855656,5.93454628812514e-06,7.03528648957598e-05,3.93832086962477e-05,"Bhlhe40/Cdk1/Cry2/Il6/Kcna2/Nr1d1/Per1/Per2/Per3/Ppara/Ptger4/Rora/Sik1/Usp2",14
"GO:0000082","G1/S transition of mitotic cell cycle","19/744","223/28832",0.0852017937219731,3.30179854380635,5.61596401373943,6.01695151598508e-06,7.11631041446647e-05,3.98367768839937e-05,"Aif1/Apex1/Bcl7a/Ccl12/Ccna2/Ccnb2/Ccne1/Cdk1/Fam107a/Fbxo31/Inhba/Iqgap3/Kank2/Pkd1/Pkd2/Rgcc/Rps27l/Smarca2/Tcf19",19
"GO:0006936","muscle contraction","24/744","330/28832",0.0727272727272727,2.81837732160313,5.40703550044474,6.04988669839219e-06,7.13858425810286e-05,3.99614648314852e-05,"Acta2/Adora2b/Adra1a/Adra2a/Adrb2/Agrn/Arg2/Atp2b4/Dock4/Dsp/Eno1/Eno1b/Flt1/Htr7/Jup/Myh14/Myh7/P2rx1/Ptafr/Ptger4/Ryr2/Stc1/Synm/Tmod1",24
"GO:0010324","membrane invagination","11/744","80/28832",0.1375,5.32849462365591,6.30962805172157,6.51963985540095e-06,7.6749806855906e-05,4.29641872478319e-05,"Aif1/C3/Cd300a/Clec7a/Fcer1g/Fcgr2b/Gata2/Itgam/Msr1/Thbs1/Trem2",11
"GO:0042092","type 2 immune response","9/744","52/28832",0.173076923076923,6.70719602977667,6.70401503316105,6.5901097923516e-06,7.73993869347652e-05,4.3327819174528e-05,"Arg1/Arg2/Batf/Bcl3/Ccr2/Il33/Il4/Il6/Lilrb4a",9
"GO:0050767","regulation of neurogenesis","30/744","473/28832",0.0634249471458774,2.4578871990725,5.20313326430664,6.95382320727556e-06,8.14820673037706e-05,4.56132847806672e-05,"Ace/Bhlhe40/Ccl11/Ccr5/Crabp2/Cysltr1/Dll4/Dpysl5/Egr2/Fbxo31/Flt1/Fn1/Gata2/Hey1/Ifng/Igf1/Il33/Il6/Jade2/Kalrn/Kdr/Lif/Mapt/Notch1/Nr1d1/Per2/Rgma/Shank3/Spen/Trem2",30
"GO:0019884","antigen processing and presentation of exogenous antigen","8/744","40/28832",0.2,7.7505376344086,6.95325816181564,7.01209681434877e-06,8.17557548884344e-05,4.57664938259613e-05,"Clec4a2/Clec4a3/Ctss/Fcer1g/Fcgr2b/H2-Aa/Ifi30/Lgmn",8
"GO:0006925","inflammatory cell apoptotic process","7/744","29/28832",0.241379310344828,9.3540971449759,7.32547128753996,7.04460437671398e-06,8.17557548884344e-05,4.57664938259613e-05,"Ccr5/Fcgr2b/Ifng/Il6/Itgam/Plekho2/Slc7a11",7
"GO:0010575","positive regulation of vascular endothelial growth factor production","7/744","29/28832",0.241379310344828,9.3540971449759,7.32547128753996,7.04460437671398e-06,8.17557548884344e-05,4.57664938259613e-05,"Adora2b/C3/C3ar1/Flt4/Il1a/Il6/Rora",7
"GO:0031649","heat generation","7/744","29/28832",0.241379310344828,9.3540971449759,7.32547128753996,7.04460437671398e-06,8.17557548884344e-05,4.57664938259613e-05,"Adrb2/Arrdc3/Ccr5/Il1a/Il1rn/Ptges/Tnfsf11",7
"GO:0031663","lipopolysaccharide-mediated signaling pathway","10/744","66/28832",0.151515151515152,5.87161942000652,6.44854144436203,7.05793458835358e-06,8.17557548884344e-05,4.57664938259613e-05,"Bmp6/Cd14/Cd84/Ly86/Malt1/Ptafr/Scimp/Spi1/Tlr4/Trem2",10
"GO:0014823","response to activity","12/744","97/28832",0.123711340206186,4.79414699035584,6.09186584899068,7.66433759846721e-06,8.83755738574966e-05,4.94722378973114e-05,"Bmp6/Ccl2/Cdk1/Col4a2/Cry2/Fn1/Gclc/Il10/Il6/Metrnl/Ryr2/Tns2",12
"GO:0045638","negative regulation of myeloid cell differentiation","12/744","97/28832",0.123711340206186,4.79414699035584,6.09186584899068,7.66433759846721e-06,8.83755738574966e-05,4.94722378973114e-05,"C1qc/Ccl3/Gata2/Gpr171/Ifng/Il4/Lilrb4a/Mafb/Nme1/Nme2/Tnfaip6/Tnfrsf11b",12
"GO:1903426","regulation of reactive oxygen species biosynthetic process","9/744","53/28832",0.169811320754717,6.58064516129032,6.61820792163092,7.75766695770094e-06,8.91883194962791e-05,4.99272091505299e-05,"Arg2/Cyba/Duoxa1/Foxo3/Il4/Lcn2/Ncf2/Ppara/Tlr4",9
"GO:0007093","mitotic cell cycle checkpoint signaling","15/744","149/28832",0.100671140939597,3.90127733275601,5.77864486768707,7.770061022888e-06,8.91883194962791e-05,4.99272091505299e-05,"Cdc6/Cdk1/Chek1/Dtl/Eme1/Fancd2/Fbxo31/Knl1/Kntc1/Rps27l/Ska1/Spc24/Spc25/Spdl1/Trip13",15
"GO:0051047","positive regulation of secretion","29/744","452/28832",0.0641592920353982,2.48634503758683,5.18368463364616,7.92299482823612e-06,9.07380086437358e-05,5.07947179747836e-05,"Adora2b/Adora3/Baiap3/Bmp6/Cyba/Cyp4a32/Fcer1g/Ffar2/Fgr/Gata2/Gja1/Igf1/Il13/Il1a/Il4/Itgam/Lgals3/Lif/Myh10/P2ry2/Pla2r1/Ptafr/Ptger4/Ptges/Rgcc/Spp1/Tlr4/Tnfsf11/Trem2",29
"GO:0030041","actin filament polymerization","16/744","169/28832",0.0946745562130177,3.66889355474963,5.66330166887065,8.60223874850859e-06,9.8294655857676e-05,5.50248941689084e-05,"Aif1/Capg/Carmil1/Ccl11/Ccl24/Cdc42ep2/Cotl1/Fam107a/Kank2/Ppp1r9a/Pycard/Scin/Sptan1/Sptbn1/Ssh2/Tmod1",16
"GO:0034284","response to monosaccharide","21/744","271/28832",0.0774907749077491,3.00297583620998,5.3917477210788,8.72389636177379e-06,9.94602778903129e-05,5.56774039969062e-05,"Ace/Acvr2b/Adra2a/Baiap3/Ccl2/Col1a1/Foxo3/Gclc/Gja1/Gpx1/Igf1/Il1a/Lrp5/Ncf2/Nr1d1/Ppara/Rasal2/Thbs1/Tjp1/Trem2/Vcam1",21
"GO:0000819","sister chromatid segregation","19/744","229/28832",0.0829694323144105,3.21528853829178,5.47769896418702,8.81564683712639e-06,0.000100280459077604,5.61365376358232e-05,"Bcl7a/Cdc6/Cdca5/Cdk1/Kif22/Kif2c/Knl1/Knstrn/Kntc1/Nsl1/Numa1/Prc1/Ska1/Smarca2/Spc24/Spc25/Spdl1/Trip13/Ube2c",19
"GO:0032928","regulation of superoxide anion generation","7/744","30/28832",0.233333333333333,9.04229390681004,7.17274113433562,8.98462201155713e-06,0.000101745316828864,5.69565582364578e-05,"Acp5/Clec7a/Cxcl1/Cyba/Itgam/Mapt/Tyrobp",7
"GO:0071875","adrenergic receptor signaling pathway","7/744","30/28832",0.233333333333333,9.04229390681004,7.17274113433562,8.98462201155713e-06,0.000101745316828864,5.69565582364578e-05,"Adra1a/Adra1d/Adra2a/Adrb2/Akap13/Arrdc3/Atp2b4",7
"GO:0097306","cellular response to alcohol","17/744","189/28832",0.0899470899470899,3.48569152870228,5.57987918090096,9.01080637516591e-06,0.00010181406667654,5.69950440835212e-05,"Ace/Ccl7/Ces1g/Fbp1/Foxo3/Gpr155/Inhba/Jup/Klf9/Nanog/P2ry6/Ptgdr/Ptger4/Ptgfr/Rad51/Scnn1a/Tnc",17
"GO:0002686","negative regulation of leukocyte migration","9/744","54/28832",0.166666666666667,6.45878136200717,6.53458766216404,9.09766995115526e-06,0.000102566604215474,5.74163111206423e-05,"Adtrp/Ccl12/Cd200r1/Cd300a/Il33/Mmp28/Ptger4/Slamf8/Tnfaip6",9
"GO:0001558","regulation of cell growth","29/744","456/28832",0.0635964912280702,2.46453499339747,5.13053316467019,9.36188208548238e-06,0.000105070217783495,5.88178224278254e-05,"Bdkrb1/Ccr5/Cgref1/Clstn1/Crabp2/Csf2rb/Cxcl16/Cyba/Dcstamp/Eno1/Eno1b/Fam107a/Fbp1/Flt4/Fn1/Gja1/Igf1/Inhba/Jade2/Mapt/Olfm1/Plxna4/Ppara/Pttg1/Rgma/Rgs4/Smarca2/Tead1/Tnc",29
"GO:0071347","cellular response to interleukin-1","11/744","83/28832",0.132530120481928,5.13589843243944,6.14120298520085,9.36517434706424e-06,0.000105070217783495,5.88178224278254e-05,"Akap12/Ccl2/Cxcl2/Fn1/Has2/Il1rn/Il6/Nr1d1/Pycard/Rora/Saa3",11
"GO:0034612","response to tumor necrosis factor","19/744","230/28832",0.0826086956521739,3.2013090229079,5.45509908192971,9.38201075427498e-06,0.000105070217783495,5.88178224278254e-05,"Akap12/Ccl2/Cd14/Cldn1/Col1a1/Ctsk/Cxcl16/Dcstamp/Foxo3/Has2/Il6/Nr1d1/Ocstamp/Pycard/Rora/Tnfrsf11b/Tnfrsf4/Tnfsf11/Tnfsf13b",19
"GO:0006874","intracellular calcium ion homeostasis","24/744","339/28832",0.0707964601769911,2.7435531449234,5.255594654247,9.50691400120812e-06,0.000106233992658092,5.9469298225287e-05,"Atp2b4/Atp7b/Bdkrb1/Ccl2/Ccl3/Ccl8/Ccr1/Ccr2/Ccr5/Cd40/Clec4b1/Clstn1/Cxcl10/Cxcl11/Cyba/Dbi/Gsto1/Il13/P2rx1/P2ry2/Pkd2/Ryr2/Spp1/Stc1",24
"GO:0048659","smooth muscle cell proliferation","18/744","210/28832",0.0857142857142857,3.32165898617512,5.49558589988583,9.67080568785667e-06,0.00010782735328619,6.03612541426157e-05,"Aif1/C3ar1/Cyba/Flt1/Gja1/Hmox1/Ifng/Igf1/Il10/Il13/Il6/Notch3/P2ry6/Ptafr/Ptgir/S1pr1/Thbs1/Tlr4",18
"GO:0042310","vasoconstriction","13/744","116/28832",0.112068965517241,4.3429736744531,5.87159228905142,9.71813110803666e-06,0.000108116878393146,6.05233289597101e-05,"Ace/Acta2/Adra1a/Adra1d/Adra2a/Cysltr1/Dock4/Gja1/Htr7/Manf/P2rx1/Per2/Tbxas1",13
"GO:0031214","biomineral tissue development","17/744","191/28832",0.0890052356020942,3.44919214096718,5.52715144846674,1.03570158238744e-05,0.000114971960746605,6.43607723865877e-05,"Acvr2b/Adrb2/Bmp6/Ccr1/Col1a1/Fam20c/Fgf23/Fgr/Gja1/Hey1/Igf1/Mgp/Nfix/Notch1/Ppara/S1pr1/Spp1",17
"GO:0044843","cell cycle G1/S phase transition","20/744","253/28832",0.0790513833992095,3.06345361043818,5.36521794735316,1.05915190764093e-05,0.000117279396531932,6.56524642774774e-05,"Aif1/Apex1/Atp2b4/Bcl7a/Ccl12/Ccna2/Ccnb2/Ccne1/Cdk1/Fam107a/Fbxo31/Inhba/Iqgap3/Kank2/Pkd1/Pkd2/Rgcc/Rps27l/Smarca2/Tcf19",20
"GO:0061082","myeloid leukocyte cytokine production","10/744","69/28832",0.144927536231884,5.61633161913667,6.24827832463754,1.06112136727825e-05,0.000117279396531932,6.56524642774774e-05,"Acp5/Casp4/Epx/Fcer1g/Hmox1/Ifng/Litaf/Prg2/Pycard/Tlr4",10
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","6/744","21/28832",0.285714285714286,11.0721966205837,7.51468168217834,1.12734833307481e-05,0.000124159628267222,6.95039862120987e-05,"Ctss/Fcer1g/Fcgr2b/H2-Aa/Ifi30/Lgmn",6
"GO:0002262","myeloid cell homeostasis","19/744","233/28832",0.0815450643776824,3.1600904517975,5.38803473039845,1.1282779336808e-05,0.000124159628267222,6.95039862120987e-05,"Adgrf5/Ccl2/Ccr2/Epas1/Fcer1g/Fcgr2b/Foxo3/Gata2/Hba-a1/Hmox1/Ifng/Il6/Inhba/Itgam/Lilrb4a/Mafb/Slc7a11/Spi1/Tgfbr3",19
"GO:0045730","respiratory burst","7/744","31/28832",0.225806451612903,8.75060700659036,7.02697959673623,1.1347591376613e-05,0.00012460196865166,6.97516063154293e-05,"Clec7a/Cyba/Ncf2/Ncf4/Noxa1/Slamf8/Trem2",7
"GO:0019882","antigen processing and presentation","14/744","136/28832",0.102941176470588,3.98924731182796,5.68691231866909,1.20037597149935e-05,0.000131237649411009,7.34662297436912e-05,"Cd68/Clec4a2/Clec4a3/Ctss/Fcer1g/Fcgr2b/H2-Aa/Ifi30/Ifng/Lgmn/Pycard/Relb/Thbs1/Trem2",14
"GO:0051983","regulation of chromosome segregation","14/744","136/28832",0.102941176470588,3.98924731182796,5.68691231866909,1.20037597149935e-05,0.000131237649411009,7.34662297436912e-05,"Bcl7a/Cdc6/Cdk1/Kif2c/Knl1/Kntc1/Numa1/Ska1/Smarca2/Spc24/Spc25/Spdl1/Trip13/Ube2c",14
"GO:0006940","regulation of smooth muscle contraction","10/744","70/28832",0.142857142857143,5.53609831029186,6.18411917056987,1.2096302986159e-05,0.000131964408870554,7.38730663310799e-05,"Adora2b/Adra1a/Adra2a/Adrb2/Dock4/Flt1/Htr7/P2rx1/Ptafr/Ptger4",10
"GO:0001781","neutrophil apoptotic process","5/744","13/28832",0.384615384615385,14.9048800661704,8.16122558786899,1.22321528912539e-05,0.00013287372947538,7.43820998040556e-05,"Fcgr2b/Ifng/Il6/Itgam/Slc7a11",5
"GO:0051709","regulation of killing of cells of another organism","5/744","13/28832",0.384615384615385,14.9048800661704,8.16122558786899,1.22321528912539e-05,0.00013287372947538,7.43820998040556e-05,"Arg1/Clec7a/Cxcl1/Cxcl5/Ifng",5
"GO:0036230","granulocyte activation","9/744","56/28832",0.160714285714286,6.22811059907834,6.37352186542386,1.23785103223079e-05,0.000134175630088914,7.51108977519507e-05,"Ccl3/Ccr2/Cd300a/Cxcl5/Fcer1g/Itgam/Ptafr/Spi1/Tyrobp",9
"GO:0015718","monocarboxylic acid transport","17/744","194/28832",0.0876288659793814,3.39585411816872,5.44936384293558,1.27144272638068e-05,0.000137453658776913,7.69459230650357e-05,"Abcc3/Acacb/Ace/Aqp9/Ces1g/Crabp2/Cyp4a32/Fabp1/Fabp5/Il1a/P2ry2/Pla2r1/Ptges/Slc16a1/Slc16a11/Thbs1/Tnfsf11",17
"GO:0010810","regulation of cell-substrate adhesion","19/744","235/28832",0.0808510638297872,3.13319606497369,5.34392531477752,1.27352362636058e-05,0.000137453658776913,7.69459230650357e-05,"Abi3bp/Agr2/Carmil1/Ccdc80/Col1a1/Coro2b/Fam107a/Fn1/Has2/Jup/Kdr/Lgals1/Limch1/Mmp12/Notch1/Plau/Spp1/Thbs1/Utrn",19
"GO:0007264","small GTPase-mediated signal transduction","28/744","440/28832",0.0636363636363636,2.46608015640274,5.04361552899099,1.31349772158458e-05,0.000141466499290663,7.91922926429047e-05,"Adra1a/Agrn/Aif1/Akap13/Arhgap31/Arhgef12/Ccna2/Cdc42ep2/Col3a1/Cyth4/Dennd3/Dock4/Dock6/Dock9/Dok2/Fbp1/Hmox1/Igf1/Iqgap3/Iqsec1/Kank2/Mcf2l/Nfix/Notch1/Rap1gap/Rasgef1b/Rhobtb1/Rnd1",28
"GO:1904892","regulation of receptor signaling pathway via STAT","13/744","120/28832",0.108333333333333,4.19820788530466,5.71375353082162,1.40784419201645e-05,0.000150985324152273,8.45208868177586e-05,"Bcl3/Cish/Cxcl5/Ifng/Il10/Il4/Il5/Il6/Lif/Notch1/Ret/Socs1/Socs3",13
"GO:2000181","negative regulation of blood vessel morphogenesis","13/744","120/28832",0.108333333333333,4.19820788530466,5.71375353082162,1.40784419201645e-05,0.000150985324152273,8.45208868177586e-05,"Adrb2/Atp2b4/Ccl2/Ccr2/Col4a2/Cxcl10/Flt1/Lif/Pgk1/Ptger4/Rgcc/Sema6a/Thbs1",13
"GO:0043032","positive regulation of macrophage activation","7/744","32/28832",0.21875,8.47715053763441,6.88764543560456,1.42026943801043e-05,0.000151995854021328,8.50865767692018e-05,"Il10/Il13/Il1rl1/Il33/Thbs1/Tlr4/Trem2",7
"GO:0034767","positive regulation of monoatomic ion transmembrane transport","16/744","176/28832",0.0909090909090909,3.52297165200391,5.46407728019681,1.43665496157495e-05,0.000153425050959756,8.58866346115873e-05,"Adrb2/Bdkrb1/Clec4b1/Ctss/Cxcl10/Cxcl11/Dbi/Fxyd2/Fxyd4/Gsto1/Ifng/Il13/Lcn2/P2rx1/Pkd2/Trem2",16
"GO:0002446","neutrophil mediated immunity","8/744","44/28832",0.181818181818182,7.04594330400782,6.53191574404893,1.47547341927582e-05,0.000156908538831391,8.7836675026327e-05,"Ace/Arg1/Cd300lb/Cxcl1/Cxcl5/Itgam/Ptafr/Spi1",8
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","8/744","44/28832",0.181818181818182,7.04594330400782,6.53191574404893,1.47547341927582e-05,0.000156908538831391,8.7836675026327e-05,"Bdkrb1/Clec4b1/Cxcl10/Cxcl11/Dbi/Gsto1/Il13/Pkd2",8
"GO:0051091","positive regulation of DNA-binding transcription factor activity","18/744","217/28832",0.0829493087557604,3.2145086962985,5.32925246171304,1.51332300165725e-05,0.000160577453787117,8.98905166659568e-05,"Bex2/Cd40/Cd84/Clec7a/Fcgr2b/Il10/Il4/Il5/Il6/Jup/Lrp5/Malt1/Pycard/Rgcc/Tfrc/Tgfbr3/Tlr4/Tnfsf11",18
"GO:0061760","antifungal innate immune response","6/744","22/28832",0.272727272727273,10.5689149560117,7.30732323736455,1.51631811359625e-05,0.000160577453787117,8.98905166659568e-05,"Clec4a1/Clec4a2/Clec4a3/Clec4b1/Clec7a/Spi1",6
"GO:1901343","negative regulation of vasculature development","13/744","121/28832",0.107438016528926,4.16351195236826,5.67536657145707,1.54060687838118e-05,0.000162809019172558,9.11397366575573e-05,"Adrb2/Atp2b4/Ccl2/Ccr2/Col4a2/Cxcl10/Flt1/Lif/Pgk1/Ptger4/Rgcc/Sema6a/Thbs1",13
"GO:0008154","actin polymerization or depolymerization","17/744","197/28832",0.0862944162436548,3.34414060367884,5.37308968246946,1.55396891746425e-05,0.000163878972087584,9.17386913555652e-05,"Aif1/Capg/Carmil1/Ccl11/Ccl24/Cdc42ep2/Cotl1/Fam107a/Kank2/Plekhh2/Ppp1r9a/Pycard/Scin/Sptan1/Sptbn1/Ssh2/Tmod1",17
"GO:0002819","regulation of adaptive immune response","20/744","260/28832",0.0769230769230769,2.98097601323408,5.2221757382803,1.57887503081025e-05,0.000166159363949304,9.30152441829785e-05,"Arg1/Brd4/C3/Ccr2/Cd40/Clec7a/Fcer1g/Fcgr2b/Ifng/Il1rl1/Il33/Il4/Il6/Lgals1/Lilrb4a/Malt1/Pycard/Tfrc/Tnfsf13b/Trem2",20
"GO:0010596","negative regulation of endothelial cell migration","9/744","58/28832",0.155172413793103,6.01334816462736,6.2201041423067,1.66183258128697e-05,0.000174526898889515,9.76993515794829e-05,"Atp2b4/Card10/Dll4/Jup/Notch1/Patz1/Rgcc/Stc1/Thbs1",9
"GO:0031295","T cell costimulation","7/744","33/28832",0.212121212121212,8.22026718800912,6.75425491794697,1.76267437641632e-05,0.000184352431682219,0.000103199639436988,"Efnb1/Efnb2/Icos/Lgals1/Lilrb4a/Pdcd1lg2/Tnfsf13b",7
"GO:0034405","response to fluid shear stress","7/744","33/28832",0.212121212121212,8.22026718800912,6.75425491794697,1.76267437641632e-05,0.000184352431682219,0.000103199639436988,"Ace/Gja1/Has2/Pkd1/Pkd2/Spp1/Tfpi2",7
"GO:0021700","developmental maturation","27/744","423/28832",0.0638297872340425,2.4735758407687,4.96901852179459,1.7677618804302e-05,0.000184503312138921,0.000103284101619492,"Adgrl1/Atp6v0a4/Baiap3/Bhlha15/C1qa/C3/Cd63/Clec7a/Clstn1/Epas1/Fam20c/Foxo3/Gata2/Gja1/Igf1/Il21/Kdr/Lgi4/Nfix/Notch1/Reck/Ret/Rnd1/S1pr1/Thbs3/Trip13/Tyms",27
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","15/744","160/28832",0.09375,3.63306451612903,5.43561151984306,1.83472349827752e-05,0.00019109815531442,0.000106975864357008,"Adam8/Adtrp/Arg1/Arg2/Cd300a/H2-Aa/Il4/Lgals1/Lgals3/Lilrb4a/Pdcd1lg2/Ppara/Sftpd/Socs1/Tarm1",15
"GO:1903532","positive regulation of secretion by cell","26/744","400/28832",0.065,2.5189247311828,4.97872864232294,1.84356378620876e-05,0.000191624638311884,0.000107270587106322,"Adora2b/Adora3/Baiap3/Bmp6/Fcer1g/Ffar2/Fgr/Gata2/Gja1/Igf1/Il13/Il1a/Il4/Itgam/Lgals3/Lif/Myh10/P2ry2/Ptafr/Ptger4/Ptges/Rgcc/Spp1/Tlr4/Tnfsf11/Trem2",26
"GO:0001660","fever generation","5/744","14/28832",0.357142857142857,13.8402457757296,7.82098312062341,1.86232653209899e-05,0.000193009523972179,0.000108045839699953,"Ccr5/Il1a/Il1rn/Ptges/Tnfsf11",5
"GO:0009746","response to hexose","20/744","263/28832",0.0760456273764259,2.94697248456601,5.16233378046643,1.86451318100347e-05,0.000193009523972179,0.000108045839699953,"Ace/Acvr2b/Adra2a/Baiap3/Ccl2/Col1a1/Foxo3/Gclc/Gja1/Gpx1/Igf1/Lrp5/Ncf2/Nr1d1/Ppara/Rasal2/Thbs1/Tjp1/Trem2/Vcam1",20
"GO:0002295","T-helper cell lineage commitment","6/744","23/28832",0.260869565217391,10.109396914446,7.11287807571682,2.00679632364087e-05,0.000207314346740205,0.00011605361338864,"Batf/Brd4/Il4/Il6/Irf4/Lgals1",6
"GO:0016054","organic acid catabolic process","19/744","243/28832",0.0781893004115226,3.03004557723793,5.1720814505233,2.0372244690144e-05,0.000209602241100628,0.000117334366080162,"Aass/Acaa1b/Acacb/Adtrp/Arg1/Arg2/Atp2b4/Cyp4f18/Dbi/Fabp1/Hal/Hdc/Kynu/Ldhc/Lpin2/Npl/Pon1/Slc16a1/Tdo2",19
"GO:0046395","carboxylic acid catabolic process","19/744","243/28832",0.0781893004115226,3.03004557723793,5.1720814505233,2.0372244690144e-05,0.000209602241100628,0.000117334366080162,"Aass/Acaa1b/Acacb/Adtrp/Arg1/Arg2/Atp2b4/Cyp4f18/Dbi/Fabp1/Hal/Hdc/Kynu/Ldhc/Lpin2/Npl/Pon1/Slc16a1/Tdo2",19
"GO:0010935","regulation of macrophage cytokine production","8/744","46/28832",0.173913043478261,6.739597942964,6.34053113061359,2.07577793143809e-05,0.000213135656976462,0.000119312355960955,"Acp5/Casp4/Epx/Ifng/Litaf/Prg2/Pycard/Tlr4",8
"GO:0030833","regulation of actin filament polymerization","14/744","143/28832",0.0979020979020979,3.79396947138883,5.45114685942995,2.12741162709462e-05,0.000217554700128343,0.00012178611589875,"Capg/Carmil1/Ccl11/Ccl24/Cdc42ep2/Cotl1/Kank2/Ppp1r9a/Pycard/Scin/Sptan1/Sptbn1/Ssh2/Tmod1",14
"GO:0034341","response to type II interferon","14/744","143/28832",0.0979020979020979,3.79396947138883,5.45114685942995,2.12741162709462e-05,0.000217554700128343,0.00012178611589875,"Aif1/Arg1/Capg/Ccl2/Cdc42ep2/Cldn1/Cxcl16/Gapdh/Ifng/Kynu/Mrc1/Pim1/Rab20/Tlr4",14
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","19/744","244/28832",0.0778688524590164,3.01762735765909,5.15109900362986,2.15701484875862e-05,0.000220137281540648,0.000123231833040284,"Arg1/Brd4/C3/Ccr2/Cd40/Clec7a/Fcer1g/Fcgr2b/Ifng/Il1rl1/Il33/Il4/Il6/Lgals1/Lilrb4a/Malt1/Tfrc/Tnfsf13b/Trem2",19
"GO:0015711","organic anion transport","29/744","477/28832",0.0607966457023061,2.35603345280765,4.86038508903071,2.16473810694115e-05,0.000220480971777386,0.000123424229246756,"Abcc3/Acacb/Ace/Aqp9/Arg1/Arg2/Ces1g/Crabp2/Cyp4a32/Fabp1/Fabp5/Folr2/Gja1/Il1a/Il1rn/Nfkbie/P2ry2/Per2/Pla2r1/Ptges/Rgs4/Slc16a1/Slc16a11/Slc6a20a/Slc6a9/Slc7a11/Slco4c1/Thbs1/Tnfsf11",29
"GO:0001780","neutrophil homeostasis","7/744","34/28832",0.205882352941176,7.97849462365591,6.62637417349855,2.17045952789535e-05,0.000220619801811371,0.000123501945658302,"Ccr2/Fcgr2b/Ifng/Il6/Itgam/Lilrb4a/Slc7a11",7
"GO:0032535","regulation of cellular component size","26/744","404/28832",0.0643564356435644,2.4939848823592,4.92175107293691,2.18633197689218e-05,0.000221070005123264,0.000123753967392091,"Capg/Carmil1/Ccl11/Ccl24/Ccr5/Cdc42ep2/Cotl1/Crabp2/Fn1/Iqgap3/Kank2/Mapt/Olfm1/Plekhh2/Plxna4/Ppp1r9a/Prkg2/Pycard/Ret/Rgma/Scin/Shank3/Sptan1/Sptbn1/Ssh2/Tmod1",26
"GO:0045786","negative regulation of cell cycle","26/744","404/28832",0.0643564356435644,2.4939848823592,4.92175107293691,2.18633197689218e-05,0.000221070005123264,0.000123753967392091,"Brd4/Ccl12/Cdc6/Cdk1/Chek1/Dtl/Eme1/Fam107a/Fancd2/Fbxo31/Inhba/Kank2/Knl1/Kntc1/Lif/Osm/Pkd2/Ppp1r13b/Rad51/Rgcc/Rps27l/Ska1/Spc24/Spc25/Spdl1/Trip13",26
"GO:0007088","regulation of mitotic nuclear division","13/744","125/28832",0.104,4.03027956989247,5.52585789540845,2.18799037073795e-05,0.000221070005123264,0.000123753967392091,"Chek1/Igf1/Il1a/Knl1/Kntc1/Lrp5/Rgcc/Ska1/Spc24/Spc25/Spdl1/Trip13/Ube2c",13
"GO:0008347","glial cell migration","10/744","75/28832",0.133333333333333,5.16702508960573,5.88086040944291,2.2513380505875e-05,0.000226566067834472,0.000126830637902722,"Ccl12/Ccl2/Ccl3/Ccr2/Col3a1/Fn1/Ptprb/Syne2/Trem2/Vcan",10
